Folder Name,Gini Coefficient,Project Duration Score,Normalized Avg Commits/Day,Average Score,Total Committers,Average Commit Size,Gini-Committers Score,Project Duration Score Weighted,Normalized Avg Commits/Day Weighted,Average Score Weighted,Average Commit Size Weighted,Gini-Committers Score Weighted,Overall Quality Score
Drloveya-huawei_api_sdk,0.75,0.0,1.0,0.21428571428571427,0.0,0.5,0.0,0.0,0.2,0.02142857142857143,0.05,0.0,0.271
Droidtown-ArticutAPI,0.3980198019801979,1.0,0.0,0.2395096652522395,0.25,1.0,0.09950495049504947,0.2,0.0,0.023950966525223952,0.1,0.03980198019801979,0.364
DrSLDR-krock32,1.0,0.0,1.0,0.3380429094714809,0.0,0.0,0.0,0.0,0.2,0.03380429094714809,0.0,0.0,0.234
drstrng-Krakatau-noff,0.1587301587301587,1.0,0.0,0.30905139833711265,0.0,1.0,0.0,0.2,0.0,0.030905139833711265,0.1,0.0,0.331
Drucifer2082-Django,0.927927927927928,0.0,1.0,0.26512226512226517,0.0,0.25,0.0,0.0,0.2,0.026512226512226518,0.025,0.0,0.252
dstufft-hyde-slimmer,1.0,0.0,1.0,0.2380952380952381,0.0,0.25,0.0,0.0,0.2,0.02380952380952381,0.025,0.0,0.249
dstufft-hyde-zipper,1.0,0.0,1.0,0.2619047619047619,0.0,0.0,0.0,0.0,0.2,0.026190476190476195,0.0,0.0,0.226
durandtibo-hya,0.7121212121212122,0.25,0.25,0.30591630591630586,0.0,1.0,0.0,0.05,0.05,0.030591630591630586,0.1,0.0,0.231
Duroktar-kuai,0.5686274509803922,0.0,0.75,0.2647058823529412,0.0,1.0,0.0,0.0,0.15000000000000002,0.02647058823529412,0.1,0.0,0.276
dwarakravikumar-hw_package123,1.0,0.0,1.0,0.29392446633825947,0.0,0.0,0.0,0.0,0.2,0.02939244663382595,0.0,0.0,0.229
dylanturn-kubeasy,0.5652173913043479,0.0,0.25,0.2567287784679089,0.0,1.0,0.0,0.0,0.05,0.025672877846790895,0.1,0.0,0.176
dynamicslab-hydrogym,0.3500727802037846,0.25,0.25,0.3179455188188812,0.0,1.0,0.0,0.05,0.05,0.03179455188188812,0.1,0.0,0.232
easonforai-Huatuo,0.5909090909090909,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2,0.02857142857142857,0.0,0.0,0.229
EBoisseauSierra-artefacts_comparison,1.0,0.0,1.0,0.25850340136054417,0.0,1.0,0.0,0.0,0.2,0.025850340136054417,0.1,0.0,0.326
eclipse-kuksa.val,0.2305380679764916,1.0,0.5,0.29489628363660747,0.5,1.0,0.1152690339882458,0.2,0.1,0.029489628363660748,0.1,0.04610761359529832,0.476
ecodina-python_as3935,0.6666666666666666,0.0,1.0,0.29365079365079366,0.0,1.0,0.0,0.0,0.2,0.02936507936507937,0.1,0.0,0.329
edeca-hydrocarbon,0.6,0.5,0.0,0.3000000000000001,0.0,1.0,0.0,0.1,0.0,0.030000000000000013,0.1,0.0,0.23
edeckers-huemon,0.3692660550458716,0.25,0.0,0.28309305373525556,0.0,1.0,0.0,0.05,0.0,0.028309305373525558,0.1,0.0,0.178
edigiacomo-asgi-mqtt,0.625,0.25,0.0,0.2619047619047619,0.0,0.25,0.0,0.05,0.0,0.026190476190476195,0.025,0.0,0.101
EDITD-kubetools,0.2917131178000742,1.0,0.0,0.3478260869565217,0.25,0.25,0.07292827945001855,0.2,0.0,0.03478260869565217,0.025,0.02917131178000742,0.289
efiminem-asexecutor,1.0,0.0,1.0,0.24285714285714285,0.0,1.0,0.0,0.0,0.2,0.024285714285714285,0.1,0.0,0.324
EGGnmad-K-SchoolMeal,0.5625,0.0,1.0,0.23511904761904767,0.0,0.75,0.0,0.0,0.2,0.02351190476190477,0.07500000000000001,0.0,0.299
EgorMozharov-hw_bonus_point,1.0,0.0,1.0,0.29761904761904756,0.0,1.0,0.0,0.0,0.2,0.029761904761904757,0.1,0.0,0.33
egpbos-kwandl,0.5169491525423728,0.0,0.25,0.28087167070217917,0.0,0.5,0.0,0.0,0.05,0.028087167070217918,0.05,0.0,0.128
eht16-kube-cargo-load,0.4444444444444444,0.25,0.0,0.3148148148148149,0.0,1.0,0.0,0.05,0.0,0.03148148148148149,0.1,0.0,0.181
ekeih-kube-shodan,1.0,0.75,0.0,0.2857142857142857,0.0,1.0,0.0,0.15000000000000002,0.0,0.02857142857142857,0.1,0.0,0.279
ekonda-kutana,0.2041505791505791,1.0,0.0,0.2656738371024086,0.0,1.0,0.0,0.2,0.0,0.026567383710240863,0.1,0.0,0.327
elem3ntary-kved_finder,1.0,0.0,1.0,0.27336860670194,0.0,1.0,0.0,0.0,0.2,0.027336860670194002,0.1,0.0,0.327
elinscott-ase_koopmans,0.1632382989457257,1.0,1.0,0.2929176411656596,1.0,0.75,0.1632382989457257,0.2,0.2,0.029291764116565963,0.07500000000000001,0.06529531957829028,0.57
emacsway-ascetic,0.5401280157557854,1.0,0.0,0.24998241541816138,0.0,0.5,0.0,0.2,0.0,0.024998241541816138,0.05,0.0,0.275
emartech-httpie-wsse-auth,1.0,0.0,0.75,0.2698412698412699,0.0,0.25,0.0,0.0,0.15000000000000002,0.02698412698412699,0.025,0.0,0.202
EMBL-EBI-TSI-aap-client-python,1.0,0.25,0.0,0.2800207039337474,0.0,0.25,0.0,0.05,0.0,0.02800207039337474,0.025,0.0,0.103
emilssolmanis-hurr-durr,1.0,0.0,0.0,0.28125,0.0,0.75,0.0,0.0,0.0,0.028125,0.07500000000000001,0.0,0.103
encode-broadcaster,0.4333333333333334,0.75,0.0,0.30476190476190484,0.25,0.5,0.10833333333333335,0.15000000000000002,0.0,0.030476190476190487,0.05,0.04333333333333334,0.274
encode-httpx,0.1871172852304927,1.0,0.75,0.3195797912779045,1.0,0.5,0.1871172852304927,0.2,0.15000000000000002,0.03195797912779045,0.05,0.07484691409219708,0.507
endail-hx711-rpi-py,0.5151515151515152,0.5,0.25,0.23104056437389772,0.0,0.0,0.0,0.1,0.05,0.023104056437389775,0.0,0.0,0.173
enzienaudio-hv-uploader,0.68,0.0,0.0,0.25142857142857145,0.0,0.25,0.0,0.0,0.0,0.025142857142857147,0.025,0.0,0.05
epfl-lamd-hvwfg,1.0,0.25,0.0,0.2987012987012987,0.0,1.0,0.0,0.05,0.0,0.02987012987012987,0.1,0.0,0.18
Epiconcept-Paris-kskit,0.5543478260869565,0.75,0.0,0.27432712215320915,0.0,1.0,0.0,0.15000000000000002,0.0,0.027432712215320915,0.1,0.0,0.277
Epistimio-hydra_orion_sweeper,0.5232558139534884,0.25,0.0,0.30121816168327786,0.0,1.0,0.0,0.05,0.0,0.03012181616832779,0.1,0.0,0.18
Erachter-ksqldb,1.0,0.0,1.0,0.2380952380952381,0.0,1.0,0.0,0.0,0.2,0.02380952380952381,0.1,0.0,0.324
ericflo-hurricane,0.5461956521739131,0.0,1.0,0.2831262939958592,0.0,0.25,0.0,0.0,0.2,0.028312629399585922,0.025,0.0,0.253
ericgeldmacher-hwaddress,1.0,0.5,0.0,0.2792792792792793,0.0,1.0,0.0,0.1,0.0,0.027927927927927934,0.1,0.0,0.228
ericls-huobi,0.46875,0.0,0.0,0.2529761904761905,0.0,1.0,0.0,0.0,0.0,0.025297619047619055,0.1,0.0,0.125
erikhuizinga-humps,1.0,0.0,0.75,0.2904761904761905,0.0,1.0,0.0,0.0,0.15000000000000002,0.02904761904761905,0.1,0.0,0.279
erinn-ksync,1.0,0.0,0.25,0.3095238095238095,0.0,1.0,0.0,0.0,0.05,0.03095238095238095,0.1,0.0,0.181
erm-asgi-s3,0.5833333333333333,0.0,1.0,0.30158730158730157,0.0,1.0,0.0,0.0,0.2,0.03015873015873016,0.1,0.0,0.33
erwincoumans-ARS,0.7916666666666666,0.75,0.0,0.2689594356261023,0.0,1.0,0.0,0.15000000000000002,0.0,0.02689594356261023,0.1,0.0,0.277
eshandas-django_key_value_settings,1.0,0.0,0.0,0.28571428571428575,0.0,1.0,0.0,0.0,0.0,0.028571428571428577,0.1,0.0,0.129
esultanik-ascid,1.0,1.0,0.0,0.31216931216931215,0.0,1.0,0.0,0.2,0.0,0.031216931216931216,0.1,0.0,0.331
etam4260-hudpy,1.0,0.0,1.0,0.2615873015873016,0.0,1.0,0.0,0.0,0.2,0.02615873015873016,0.1,0.0,0.326
eternnoir-pyTelegramBotAPI,0.1984671174879984,1.0,0.5,0.30397659894062773,1.0,0.75,0.1984671174879984,0.2,0.1,0.030397659894062776,0.07500000000000001,0.07938684699519936,0.485
ethereum-web3.py,0.1373317699836866,1.0,1.0,0.292958129418162,1.0,0.5,0.1373317699836866,0.2,0.2,0.029295812941816202,0.05,0.05493270799347464,0.534
ethosa-ktc-api,1.0,0.0,1.0,0.22448979591836735,0.0,0.75,0.0,0.0,0.2,0.022448979591836737,0.07500000000000001,0.0,0.297
EticaAI-hxltm,1.0,0.0,0.5,0.2679409792085849,0.0,1.0,0.0,0.0,0.1,0.02679409792085849,0.1,0.0,0.227
everFinance-arseeding.py,1.0,0.25,0.0,0.23481116584564862,0.0,0.25,0.0,0.05,0.0,0.023481116584564865,0.025,0.0,0.098
everitosan-HttpClient,0.6171171171171171,0.0,0.0,0.25740025740025735,0.0,0.25,0.0,0.0,0.0,0.025740025740025735,0.025,0.0,0.051
excitoon-3,1.0,0.0,1.0,0.3405483405483406,0.0,0.25,0.0,0.0,0.2,0.03405483405483406,0.025,0.0,0.259
exiarepairii-hyanova,0.5769230769230769,0.0,0.25,0.2454212454212455,0.0,1.0,0.0,0.0,0.05,0.024542124542124552,0.1,0.0,0.175
ExoticObjects-django-sql-server-bcp,0.3379310344827586,0.0,0.25,0.2561576354679803,0.0,0.25,0.0,0.0,0.05,0.025615763546798034,0.025,0.0,0.101
eyemyth-huey-drf-api,1.0,0.0,0.0,0.2967032967032967,0.0,1.0,0.0,0.0,0.0,0.029670329670329672,0.1,0.0,0.13
ezequielramos-http-server-mock,0.4166666666666667,0.25,0.0,0.255952380952381,0.0,0.5,0.0,0.05,0.0,0.0255952380952381,0.05,0.0,0.126
f-kurye,0.7777777777777778,0.0,1.0,0.24338624338624334,0.0,0.0,0.0,0.0,0.2,0.024338624338624337,0.0,0.0,0.224
fabridamicelli-kuramoto,0.4184397163120568,1.0,0.0,0.24214792299898683,0.0,0.75,0.0,0.2,0.0,0.024214792299898685,0.07500000000000001,0.0,0.299
fabsig-KTBoost,0.3346153846153846,0.5,0.0,0.2608058608058608,0.0,1.0,0.0,0.1,0.0,0.026080586080586082,0.1,0.0,0.226
facebook-huxley,0.3086419753086419,0.25,0.0,0.27513227513227523,0.0,0.25,0.0,0.05,0.0,0.027513227513227524,0.025,0.0,0.103
facebookincubator-submitit,0.2988025619604567,0.75,0.0,0.2953813104189044,0.5,0.5,0.14940128098022834,0.15000000000000002,0.0,0.029538131041890445,0.05,0.05976051239209134,0.289
facebookresearch-hydra,0.103670634920635,1.0,1.0,0.29048134405277265,1.0,1.0,0.103670634920635,0.2,0.2,0.029048134405277266,0.1,0.041468253968254,0.571
FairwindsOps-polaris,0.2320072761784244,1.0,0.25,0.29237658366098734,0.75,1.0,0.1740054571338183,0.2,0.05,0.029237658366098734,0.1,0.06960218285352732,0.449
fakefred-ascim,0.5833333333333333,0.0,1.0,0.2896825396825397,0.0,0.75,0.0,0.0,0.2,0.028968253968253973,0.07500000000000001,0.0,0.304
fasiha-array_ranges,1.0,0.0,0.75,0.253968253968254,0.0,0.5,0.0,0.0,0.15000000000000002,0.025396825396825404,0.05,0.0,0.225
fastai-fastai,0.1642468239564427,0.0,1.0,0.26902483481430856,0.75,1.0,0.12318511796733202,0.0,0.2,0.02690248348143086,0.1,0.04927404718693281,0.376
fatalhalt-fourchannel,1.0,0.0,0.0,0.26406926406926406,0.0,0.25,0.0,0.0,0.0,0.026406926406926406,0.025,0.0,0.051
Fatima-x-Nikhil-Artist,1.0,0.0,0.5,0.2731829573934837,0.0,1.0,0.0,0.0,0.1,0.02731829573934837,0.1,0.0,0.227
fatisar-arrow,0.2427295918367347,0.5,0.25,0.27733236151603496,0.75,0.25,0.18204719387755103,0.1,0.05,0.0277332361516035,0.025,0.07281887755102041,0.276
fehlfarbe-python-aruco,0.4222222222222221,1.0,0.0,0.2931216931216931,0.0,1.0,0.0,0.2,0.0,0.029312169312169314,0.1,0.0,0.329
felixludos-HumPack,0.5166666666666666,0.25,0.0,0.2264334305150632,0.0,1.0,0.0,0.05,0.0,0.022643343051506323,0.1,0.0,0.173
fferegrino-hubify,1.0,0.0,1.0,0.30129870129870134,0.0,0.5,0.0,0.0,0.2,0.030129870129870135,0.05,0.0,0.28
ffreemt-aset2pairs,1.0,0.0,0.75,0.2380952380952381,0.0,1.0,0.0,0.0,0.15000000000000002,0.02380952380952381,0.1,0.0,0.274
FGA-GCES-Workshop-Docker-Entrega-01,0.6428571428571428,0.0,0.25,0.24489795918367352,0.0,1.0,0.0,0.0,0.05,0.024489795918367353,0.1,0.0,0.174
fgaim-artext,1.0,0.25,0.0,0.29172932330827067,0.0,0.5,0.0,0.05,0.0,0.02917293233082707,0.05,0.0,0.129
fjmaro-Krawarranger,0.55,0.0,0.75,0.23333333333333336,0.0,0.75,0.0,0.0,0.15000000000000002,0.023333333333333338,0.07500000000000001,0.0,0.248
fkemeth-kuramoto_chimera,1.0,0.0,1.0,0.3703703703703704,0.0,1.0,0.0,0.0,0.2,0.03703703703703704,0.1,0.0,0.337
FlashTek-keras-layer-collection,0.4074074074074074,0.25,0.0,0.30158730158730157,0.0,0.75,0.0,0.05,0.0,0.03015873015873016,0.07500000000000001,0.0,0.155
flier-pyfasthash,0.1541666666666667,1.0,0.0,0.25892857142857145,0.0,1.0,0.0,0.2,0.0,0.025892857142857148,0.1,0.0,0.326
florimondmanca-asgi-caches,0.85,0.0,1.0,0.3007936507936509,0.0,0.5,0.0,0.0,0.2,0.03007936507936509,0.05,0.0,0.28
florimondmanca-asgi-htmx,0.6944444444444444,0.25,0.0,0.30158730158730157,0.0,1.0,0.0,0.05,0.0,0.03015873015873016,0.1,0.0,0.18
florimondmanca-asgi-lifespan,0.3084415584415585,0.75,0.0,0.2997835497835498,0.0,0.25,0.0,0.15000000000000002,0.0,0.029978354978354983,0.025,0.0,0.205
florimondmanca-httpx-sse,0.5064935064935066,0.25,0.0,0.2965367965367966,0.0,0.75,0.0,0.05,0.0,0.02965367965367966,0.07500000000000001,0.0,0.155
flowese-hubspain-tools,1.0,0.0,1.0,0.2857142857142857,0.0,0.25,0.0,0.0,0.2,0.02857142857142857,0.025,0.0,0.254
flrnbc-arxiv_script,0.7714285714285716,0.0,0.5,0.3174603174603174,0.0,0.5,0.0,0.0,0.1,0.03174603174603174,0.05,0.0,0.182
Fluidentity-2D_Panel-CFD,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2,0.02857142857142857,0.1,0.0,0.329
fmenabe-python-unix,0.5268817204301075,1.0,0.0,0.2985151049667179,0.0,0.75,0.0,0.2,0.0,0.029851510496671792,0.07500000000000001,0.0,0.305
fmohr-asforests,0.6547619047619048,0.25,0.0,0.27834467120181405,0.0,1.0,0.0,0.05,0.0,0.027834467120181408,0.1,0.0,0.178
fmorton-hummingbird-dual-motor-driver,1.0,0.0,0.25,0.24489795918367344,0.0,1.0,0.0,0.0,0.05,0.024489795918367346,0.1,0.0,0.174
fmorton-hummingbird-joystick,1.0,0.0,0.0,0.25396825396825395,0.0,1.0,0.0,0.0,0.0,0.025396825396825397,0.1,0.0,0.125
fmorton-python-hummingbird-joystick-calculator,1.0,0.0,0.0,0.2523809523809523,0.0,1.0,0.0,0.0,0.0,0.025238095238095233,0.1,0.0,0.125
fmorton-python-hummingbird-robot,1.0,0.0,0.5,0.24603174603174605,0.0,1.0,0.0,0.0,0.1,0.024603174603174606,0.1,0.0,0.225
ForensicArtifacts-artifacts,0.2260842433697346,1.0,0.0,0.3323675804175025,0.75,0.75,0.16956318252730096,0.2,0.0,0.03323675804175025,0.07500000000000001,0.06782527301092038,0.376
ForeverZyh-A3T,0.509009009009009,0.25,0.0,0.26941226941226937,0.0,1.0,0.0,0.05,0.0,0.02694122694122694,0.1,0.0,0.177
FORTH-ICS-INSPIRE-artemis,0.1669323767769361,1.0,0.75,0.27557090769526005,0.5,1.0,0.08346618838846805,0.2,0.15000000000000002,0.027557090769526005,0.1,0.03338647535538722,0.511
FoundryAI-hud-ai-python,0.2920264093448451,0.25,0.5,0.2525937749401436,0.25,0.25,0.07300660233621127,0.05,0.1,0.025259377494014364,0.025,0.02920264093448451,0.229
fourlight-hyc,1.0,0.0,0.0,0.27619047619047615,0.0,1.0,0.0,0.0,0.0,0.027619047619047616,0.1,0.0,0.128
fpoli-python-asdl,0.7142857142857143,0.5,0.0,0.2959183673469389,0.0,0.75,0.0,0.1,0.0,0.02959183673469389,0.07500000000000001,0.0,0.205
Fr4ncisTaylor-HubSale-api,1.0,0.0,1.0,0.27705627705627706,0.0,0.5,0.0,0.0,0.2,0.027705627705627706,0.05,0.0,0.278
franceme-hugg,0.6166666666666667,0.0,0.5,0.24603174603174605,0.0,1.0,0.0,0.0,0.1,0.024603174603174606,0.1,0.0,0.225
frankie567-httpx-oauth,0.1883116883116885,1.0,0.0,0.3089542036910458,0.25,0.5,0.04707792207792213,0.2,0.0,0.030895420369104584,0.05,0.01883116883116885,0.3
frankie567-httpx-ws,0.2673684210526316,0.25,0.25,0.3057644110275689,0.0,0.5,0.0,0.05,0.05,0.030576441102756893,0.05,0.0,0.181
franziz-artagger,0.6590909090909092,0.5,0.0,0.2662337662337662,0.0,1.0,0.0,0.1,0.0,0.026623376623376622,0.1,0.0,0.227
frodehus-kuberesources,0.8,0.0,1.0,0.26190476190476186,0.0,0.25,0.0,0.0,0.2,0.026190476190476188,0.025,0.0,0.251
frootlab-hup,1.0,0.0,0.0,0.19548872180451124,0.0,1.0,0.0,0.0,0.0,0.019548872180451125,0.1,0.0,0.12
fsr-uwa-hydrogen-pfhx,1.0,0.0,0.0,0.2698412698412698,0.0,1.0,0.0,0.0,0.0,0.026984126984126985,0.1,0.0,0.127
fusiongyro-huefs,1.0,0.0,1.0,0.2698412698412699,0.0,0.5,0.0,0.0,0.2,0.02698412698412699,0.05,0.0,0.277
FuturBroke-kraken-api,0.65,0.0,0.0,0.3238095238095238,0.0,1.0,0.0,0.0,0.0,0.032380952380952385,0.1,0.0,0.132
fx-kirin-ktools,0.5357142857142857,1.0,0.0,0.22874149659863943,0.0,0.25,0.0,0.2,0.0,0.022874149659863945,0.025,0.0,0.248
g0pher98-hwp,0.5652173913043479,0.0,0.25,0.21946169772256732,0.0,0.75,0.0,0.0,0.05,0.021946169772256732,0.07500000000000001,0.0,0.147
g1im2-aadb,0.6666666666666666,0.0,0.25,0.24603174603174605,0.0,1.0,0.0,0.0,0.05,0.024603174603174606,0.1,0.0,0.175
gabrielfalcao-HTTPretty,0.2385481635481634,1.0,0.0,0.2776490776490777,1.0,0.5,0.2385481635481634,0.2,0.0,0.02776490776490777,0.05,0.09541926541926538,0.373
GaffaSnobb-kshell-utilities,0.3538461538461539,0.5,0.25,0.3158730158730158,0.0,1.0,0.0,0.1,0.05,0.03158730158730158,0.1,0.0,0.282
gaganpreet-kwallet-dump,0.5476190476190477,0.75,0.0,0.31746031746031755,0.0,0.25,0.0,0.15000000000000002,0.0,0.03174603174603176,0.025,0.0,0.207
gageleblanc-hue,1.0,0.0,1.0,0.2380952380952381,0.0,0.5,0.0,0.0,0.2,0.02380952380952381,0.05,0.0,0.274
GalaxyIT-kubeflow-utils,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2,0.02857142857142857,0.1,0.0,0.329
garain-krms,1.0,0.0,0.75,0.2857142857142857,0.0,1.0,0.0,0.0,0.15000000000000002,0.02857142857142857,0.1,0.0,0.279
Gargkunal02-101903683_kunal_topsis,0.7,0.0,1.0,0.2095238095238095,0.0,0.25,0.0,0.0,0.2,0.02095238095238095,0.025,0.0,0.246
GeneralMills-azure-ad-token-verify,0.6142857142857143,0.25,0.0,0.28435374149659864,0.0,0.0,0.0,0.05,0.0,0.028435374149659867,0.0,0.0,0.078
george-omosun-e-arweave-python-client,0.2725752508361204,0.5,0.0,0.27277432712215327,0.25,0.25,0.0681438127090301,0.1,0.0,0.02727743271221533,0.025,0.02725752508361204,0.18
georgebrock-1pass,0.2899543378995435,1.0,0.0,0.3437703848662753,0.0,0.75,0.0,0.2,0.0,0.034377038486627536,0.07500000000000001,0.0,0.309
georgesdimitrov-arvo,1.0,0.0,0.25,0.33635676492819344,0.0,1.0,0.0,0.0,0.05,0.033635676492819344,0.1,0.0,0.184
georgianpartners-hydra,0.3804713804713805,0.25,0.5,0.2974186307519641,0.0,0.25,0.0,0.05,0.1,0.029741863075196412,0.025,0.0,0.205
ghga-de-httpyexpect,0.4823529411764706,0.25,0.0,0.2941176470588235,0.0,1.0,0.0,0.05,0.0,0.02941176470588235,0.1,0.0,0.179
GhostofGoes-Kurama,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2,0.02857142857142857,0.1,0.0,0.329
gianpieropa-python-a38,0.2314917127071822,0.75,0.0,0.3109707971586424,0.25,1.0,0.05787292817679555,0.15000000000000002,0.0,0.031097079715864243,0.1,0.023149171270718222,0.304
gicmo-huectl,1.0,0.0,0.0,0.2857142857142857,0.0,0.5,0.0,0.0,0.0,0.02857142857142857,0.05,0.0,0.079
Gilnaa-Hydras,0.3263888888888888,1.0,0.0,0.30687830687830686,0.0,1.0,0.0,0.2,0.0,0.030687830687830688,0.1,0.0,0.331
gilsho-kryptonite,1.0,0.5,0.0,0.26785714285714285,0.0,0.5,0.0,0.1,0.0,0.026785714285714288,0.05,0.0,0.177
GjjvdBurg-hugophotoswipe,0.2109557109557112,1.0,0.0,0.29037629037629037,0.0,0.5,0.0,0.2,0.0,0.029037629037629038,0.05,0.0,0.279
gl2392-hw1-guansli,1.0,0.0,1.0,0.19047619047619047,0.0,1.0,0.0,0.0,0.2,0.01904761904761905,0.1,0.0,0.319
glenncalleja-human_friendly_opening_hours,0.6666666666666666,0.0,0.25,0.27777777777777785,0.0,0.75,0.0,0.0,0.05,0.027777777777777787,0.07500000000000001,0.0,0.153
glutanimate-anki-addon-builder,0.2958333333333334,0.75,0.0,0.32063492063492066,0.0,0.25,0.0,0.15000000000000002,0.0,0.032063492063492065,0.025,0.0,0.207
gmso-hybrid-django-react,0.2526315789473683,0.0,0.25,0.2798663324979115,0.0,1.0,0.0,0.0,0.05,0.02798663324979115,0.1,0.0,0.178
godatadriven-asekuro,0.4483660130718954,1.0,0.0,0.2526610644257703,0.0,0.25,0.0,0.2,0.0,0.02526610644257703,0.025,0.0,0.25
gojefferson-hubbypy,1.0,0.0,1.0,0.25313283208020054,0.0,0.5,0.0,0.0,0.2,0.025313283208020055,0.05,0.0,0.275
google-array_record,0.5298507462686568,0.25,0.0,0.3375977256574272,0.0,1.0,0.0,0.05,0.0,0.03375977256574272,0.1,0.0,0.184
google-research-arxiv-latex-cleaner,0.3432773109243697,1.0,0.0,0.2839635854341737,0.5,0.25,0.17163865546218485,0.2,0.0,0.028396358543417374,0.025,0.06865546218487394,0.322
google-research-kubric,0.1393630573248406,0.75,0.25,0.27904155292690325,0.5,1.0,0.0696815286624203,0.15000000000000002,0.05,0.027904155292690327,0.1,0.027872611464968125,0.356
GoogleCloudPlatform-google-cloud-python,0.0435702584843932,1.0,1.0,0.29787303028337975,1.0,1.0,0.0435702584843932,0.2,0.2,0.029787303028337975,0.1,0.01742810339375728,0.547
GoogleCloudPlatform-httplib2shim,0.6,1.0,0.0,0.3186813186813187,0.0,1.0,0.0,0.2,0.0,0.03186813186813187,0.1,0.0,0.332
goongdeng-HumanTechSys,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.2,0.025,0.0,0.0,0.225
gopinath-langote-1build,0.1718831507563902,0.5,0.25,0.29420970266040686,0.25,0.25,0.04297078768909755,0.1,0.05,0.029420970266040687,0.025,0.017188315075639022,0.222
gordonbondon-kubernetes-typed,0.4920634920634921,0.0,0.0,0.3129251700680272,0.0,1.0,0.0,0.0,0.0,0.031292517006802724,0.1,0.0,0.131
gpwolfe-kratky_rg_izero,0.75,0.25,0.0,0.306547619047619,0.0,0.25,0.0,0.05,0.0,0.030654761904761903,0.025,0.0,0.106
Gr1N-httpstatus35,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2,0.02857142857142857,0.1,0.0,0.329
graingert-asgi-dispatcher-middleware,0.1104910714285716,0.5,0.5,0.3235677083333333,0.5,0.75,0.0552455357142858,0.1,0.1,0.03235677083333333,0.07500000000000001,0.02209821428571432,0.329
grauerwf-kubetpl,0.5476190476190477,0.5,0.0,0.29365079365079355,0.0,0.0,0.0,0.1,0.0,0.029365079365079358,0.0,0.0,0.129
GreaterWMS-GreaterWMS,0.2044667783361251,0.75,1.0,0.2507298396745633,0.25,1.0,0.05111669458403127,0.15000000000000002,0.2,0.02507298396745633,0.1,0.02044667783361251,0.496
gregford117-kubernetify,0.763157894736842,0.0,1.0,0.2982456140350877,0.0,0.0,0.0,0.0,0.2,0.02982456140350877,0.0,0.0,0.23
GreyAlien502-ASCIIImage,1.0,0.5,0.0,0.26666666666666666,0.0,1.0,0.0,0.1,0.0,0.02666666666666667,0.1,0.0,0.227
grimen-python-humanizer,1.0,0.0,0.0,0.2285714285714286,0.0,1.0,0.0,0.0,0.0,0.02285714285714286,0.1,0.0,0.123
ground0state-artlearn,0.8333333333333333,0.0,0.0,0.2380952380952381,0.0,1.0,0.0,0.0,0.0,0.02380952380952381,0.1,0.0,0.124
groupby-hubot-hangups,0.3888888888888889,0.75,0.0,0.2710170487948266,0.0,1.0,0.0,0.15000000000000002,0.0,0.027101704879482658,0.1,0.0,0.277
growield-huawei-modem-py-api-client-through-proxy,0.6217948717948718,0.5,0.0,0.2811355311355311,0.0,0.25,0.0,0.1,0.0,0.02811355311355311,0.025,0.0,0.153
grro-httpstreamproxy,1.0,0.0,0.0,0.23602484472049692,0.0,0.25,0.0,0.0,0.0,0.023602484472049694,0.025,0.0,0.049
gsedometov-KR580-emulator,0.6666666666666667,0.0,0.0,0.25396825396825395,0.0,1.0,0.0,0.0,0.0,0.025396825396825397,0.1,0.0,0.125
guemues-hue-changer,0.75,0.0,0.0,0.24603174603174605,0.0,0.25,0.0,0.0,0.0,0.024603174603174606,0.025,0.0,0.05
GuignardLab-registration-tools,0.5409090909090909,0.75,0.0,0.245021645021645,0.0,0.75,0.0,0.15000000000000002,0.0,0.0245021645021645,0.07500000000000001,0.0,0.25
Guillermo-C-A-Hwmon-python,0.560655737704918,0.0,0.25,0.2802498048399688,0.0,1.0,0.0,0.0,0.05,0.028024980483996882,0.1,0.0,0.178
guillermo-navas-palencia-optbinning,0.0918472652218782,1.0,0.5,0.30403389425945815,0.25,1.0,0.02296181630546955,0.2,0.1,0.030403389425945816,0.1,0.00918472652218782,0.44
Gum-Joe-2Keys,1.0,0.0,0.25,0.261904761904762,0.0,1.0,0.0,0.0,0.05,0.026190476190476198,0.1,0.0,0.176
guneesha12-101703196_topsis,1.0,0.0,1.0,0.2857142857142857,0.0,0.5,0.0,0.0,0.2,0.02857142857142857,0.05,0.0,0.279
gunhoon-krxreader,1.0,0.25,0.0,0.30672268907563033,0.0,1.0,0.0,0.05,0.0,0.030672268907563034,0.1,0.0,0.181
gwdetchar-hveto,0.3031674208144796,1.0,0.0,0.2981038569273863,0.25,0.5,0.0757918552036199,0.2,0.0,0.02981038569273863,0.05,0.030316742081447964,0.31
Gwinkamp-aseafile,0.5588235294117647,0.0,0.75,0.2689075630252101,0.0,1.0,0.0,0.0,0.15000000000000002,0.02689075630252101,0.1,0.0,0.277
